Gender,Annual Income,Company,Transmission,Color,Price ($),Body Style,Dealer_Region
Male,1100000,Mercury,Auto,Pale white,26000,Sedan,Scottsdale
Male,1170000,Jaguar,Manual,Red,21000,Passenger,Austin
Male,1400000,Plymouth,Auto,Pale white,22001,Hardtop,Middletown
Female,716500,Porsche,Auto,Red,22500,Hatchback,Aurora
Male,1725000,Oldsmobile,Manual,Pale white,26500,Sedan,Greenville
Male,1325000,Dodge,Manual,Black,19500,Hatchback,Pasco
Male,13500,Oldsmobile,Auto,Black,60001,Sedan,Pasco
Male,13500,Ford,Manual,Black,10000,Suv,Janesville
Male,13500,Mitsubishi,Auto,Red,19000,Sedan,Scottsdale
Male,1200000,Cadillac,Auto,Red,31000,Passenger,Austin
Male,13500,Honda,Manual,Pale white,45000,Hatchback,Janesville
Male,830000,Chrysler,Auto,Pale white,46000,Sedan,Scottsdale
Male,13500,Toyota,Auto,Pale white,31000,Suv,Austin
Female,570000,Chrysler,Auto,Pale white,21000,Hatchback,Greenville
Male,13500,Pontiac,Manual,Black,43000,Hardtop,Greenville
Male,1130000,Pontiac,Manual,Pale white,28000,Sedan,Janesville
Male,1331000,Chrysler,Manual,Black,51100,Hatchback,Scottsdale
Female,1141000,Saab,Auto,Black,18100,Sedan,Austin
Female,13500,Dodge,Auto,Red,31000,Hatchback,Middletown
Male,1100000,Chevrolet,Manual,Pale white,14000,Hatchback,Aurora
Male,1430000,Bmw,Auto,Black,16000,Sedan,Austin
Female,13500,Chevrolet,Manual,Black,16000,Hatchback,Middletown
Male,983500,Acura,Manual,Pale white,14500,Hatchback,Aurora
Male,1490000,Dodge,Auto,Red,31000,Sedan,Greenville
Male,572000,Chevrolet,Auto,Black,16000,Hatchback,Pasco
Male,1100000,Volkswagen,Auto,Black,16000,Sedan,Scottsdale
Male,1125000,Lincoln,Auto,Pale white,18500,Hatchback,Austin
Female,13500,Volkswagen,Manual,Red,20000,Hatchback,Aurora
Male,13500,Acura,Auto,Black,28000,Hatchback,Greenville
Female,771000,Mercury,Manual,Pale white,28000,Hatchback,Pasco
Male,1296000,Bmw,Auto,Red,19600,Hatchback,Janesville
Male,1075000,Pontiac,Auto,Red,69500,Passenger,Scottsdale
Female,780000,Volkswagen,Auto,Red,45001,Hardtop,Greenville
Male,1045000,Ford,Manual,Red,17501,Hardtop,Greenville
Male,13500,Ford,Auto,Red,31000,Sedan,Janesville
Male,625000,Mercury,Auto,Red,39000,Sedan,Scottsdale
Male,665000,Toyota,Auto,Black,21000,Suv,Austin
Female,1810000,Buick,Auto,Pale white,62000,Hatchback,Middletown
Female,329000,Porsche,Manual,Black,16000,Hatchback,Aurora
Male,1400000,Mercedes-b,Manual,Black,18000,Suv,Greenville
Male,13500,Lexus,Manual,Black,34000,Hatchback,Pasco
Female,1310000,Volkswagen,Auto,Red,35000,Suv,Middletown
Male,850000,Dodge,Manual,Pale white,27000,Suv,Aurora
Male,750000,Honda,Manual,Pale white,27000,Passenger,Greenville
Male,851000,Honda,Auto,Pale white,22000,Suv,Pasco
Male,13500,Chrysler,Auto,Black,26000,Suv,Janesville
Male,848000,Dodge,Auto,Black,22000,Passenger,Scottsdale
Male,806000,Ford,Manual,Black,10000,Suv,Austin
Male,680000,Volvo,Manual,Black,22000,Hardtop,Scottsdale
Male,865000,Chevrolet,Manual,Pale white,26000,Hatchback,Janesville
Male,362500,Mercedes-b,Auto,Pale white,36500,Passenger,Scottsdale
Male,13500,Acura,Manual,Red,31000,Suv,Austin
Male,922000,Plymouth,Auto,Red,15000,Hatchback,Middletown
Female,625000,Dodge,Auto,Black,60000,Hatchback,Aurora
Male,650000,Oldsmobile,Auto,Red,41000,Sedan,Greenville
Male,601000,Ford,Auto,Black,22000,Hatchback,Middletown
Male,1410000,Honda,Auto,Pale white,21000,Sedan,Aurora
Female,1205000,Ford,Manual,Red,22500,Suv,Greenville
Male,405000,Chevrolet,Auto,Pale white,19000,Passenger,Pasco
Male,1655000,Toyota,Auto,Red,31500,Hatchback,Janesville
Male,1910000,Mercury,Manual,Red,61000,Sedan,Scottsdale
Male,808000,Lincoln,Auto,Black,26000,Hatchback,Austin
Male,820000,Mercury,Auto,Black,26000,Hatchback,Aurora
Female,13500,Cadillac,Manual,Black,34000,Sedan,Greenville
Female,13500,Oldsmobile,Auto,Red,39000,Suv,Pasco
Female,557500,Pontiac,Auto,Black,18500,Sedan,Janesville
Female,555000,Chevrolet,Manual,Black,16001,Hardtop,Aurora
Male,1200000,Porsche,Manual,Red,24000,Suv,Austin
Male,850000,Chevrolet,Auto,Black,16001,Hardtop,Janesville
Male,13500,Oldsmobile,Manual,Pale white,26000,Sedan,Janesville
Male,850000,Mercedes-b,Auto,Pale white,10000,Suv,Scottsdale
Male,13500,Chevrolet,Auto,Red,25000,Hatchback,Austin
Female,645000,Porsche,Auto,Pale white,20000,Passenger,Middletown
Male,1400000,Oldsmobile,Auto,Red,24000,Passenger,Aurora
Female,808000,Lexus,Manual,Pale white,54000,Sedan,Greenville
Male,930000,Toyota,Auto,Pale white,53000,Hatchback,Pasco
Male,1155000,Volkswagen,Manual,Pale white,12500,Hatchback,Middletown
Male,963500,Volkswagen,Auto,Red,69500,Passenger,Pasco
Male,1252000,Chevrolet,Manual,Black,26200,Suv,Middletown
Male,980000,Honda,Auto,Black,31000,Suv,Scottsdale
Female,1130000,Porsche,Manual,Pale white,14000,Suv,Janesville
Male,670000,Buick,Auto,Pale white,46000,Passenger,Aurora
Male,1200000,Plymouth,Manual,Black,75000,Passenger,Greenville
Male,636000,Hyundai,Manual,Red,22000,Sedan,Pasco
Female,655000,Porsche,Auto,Red,22000,Suv,Janesville
Male,13500,Saturn,Auto,Pale white,18000,Hatchback,Scottsdale
Male,680000,Mercury,Manual,Pale white,14000,Passenger,Austin
Male,13500,Chrysler,Auto,Pale white,20000,Hatchback,Middletown
Male,1160000,Mercury,Auto,Pale white,21000,Suv,Aurora
Female,560000,Pontiac,Auto,Red,19000,Suv,Greenville
Male,750000,Volkswagen,Auto,Pale white,17000,Sedan,Pasco
Male,627500,Mitsubishi,Auto,Black,45500,Suv,Janesville
Male,880000,Plymouth,Manual,Red,20000,Passenger,Scottsdale
Female,825000,Cadillac,Manual,Black,29000,Passenger,Austin
Female,1372000,Mercedes-b,Manual,Red,29200,Suv,Middletown
Male,815000,Audi,Auto,Black,14000,Suv,Janesville
Male,740000,Oldsmobile,Auto,Pale white,46000,Sedan,Scottsdale
Female,818000,Mitsubishi,Auto,Red,19000,Sedan,Austin
Female,510000,Nissan,Auto,Pale white,20000,Hatchback,Middletown
Female,13500,Bmw,Manual,Red,29000,Suv,Aurora
Male,750000,Honda,Manual,Black,43000,Sedan,Greenville
Female,13500,Volvo,Auto,Black,39000,Passenger,Pasco
Female,820500,Ford,Manual,Black,69500,Suv,Janesville
Male,730000,Jaguar,Auto,Black,16000,Passenger,Scottsdale
Male,770000,Lincoln,Manual,Black,17000,Hatchback,Austin
Male,13500,Nissan,Auto,Red,21000,Hardtop,Janesville
Male,550000,Audi,Auto,Black,27000,Suv,Scottsdale
Male,870000,Ford,Manual,Black,10000,Suv,Austin
Female,1300000,Toyota,Auto,Pale white,45000,Suv,Middletown
Male,370000,Chrysler,Auto,Pale white,21000,Hatchback,Aurora
Male,1880000,Mercedes-b,Auto,Black,39000,Suv,Greenville
Male,896000,Chevrolet,Manual,Red,82000,Hatchback,Pasco
Female,1200000,Chrysler,Auto,Red,16000,Suv,Janesville
Male,1802100,Mercedes-b,Manual,Red,71210,Hatchback,Scottsdale
Male,585000,Lexus,Manual,Pale white,54000,Suv,Austin
Female,470000,Ford,Auto,Red,29000,Passenger,Janesville
Male,450000,Oldsmobile,Auto,Red,24000,Passenger,Scottsdale
Male,737000,Plymouth,Auto,Pale white,22000,Passenger,Austin
Male,860000,Chevrolet,Auto,Pale white,42000,Hatchback,Middletown
Male,605000,Nissan,Manual,Pale white,16001,Hatchback,Aurora
Female,492000,Honda,Manual,Pale white,54001,Passenger,Greenville
Male,1300000,Chrysler,Auto,Black,26001,Hatchback,Pasco
Male,1518000,Chevrolet,Manual,Black,42800,Passenger,Janesville
Male,717500,Audi,Manual,Pale white,13500,Suv,Austin
Female,705000,Chrysler,Auto,Black,17000,Hatchback,Middletown
Male,1260000,Oldsmobile,Auto,Red,15000,Sedan,Aurora
Male,805000,Chevrolet,Auto,Black,31000,Passenger,Greenville
Male,788000,Acura,Manual,Red,34000,Suv,Pasco
Male,1101000,Chevrolet,Manual,Red,82101,Hardtop,Aurora
Male,645000,Volvo,Manual,Black,17000,Hatchback,Scottsdale
Male,612000,Lincoln,Auto,Pale white,18000,Hatchback,Austin
Female,1100000,Mitsubishi,Auto,Pale white,36000,Passenger,Middletown
Female,815250,Mitsubishi,Manual,Black,16250,Suv,Aurora
Female,1860000,Volkswagen,Auto,Red,25000,Suv,Greenville
Male,3220000,Pontiac,Auto,Red,69000,Passenger,Pasco
Female,490000,Nissan,Manual,Black,53000,Hatchback,Janesville
Female,430000,Chevrolet,Manual,Red,22000,Hatchback,Scottsdale
Male,830000,Acura,Auto,Black,24000,Suv,Scottsdale
Male,881000,Hyundai,Manual,Red,22000,Sedan,Austin
Male,660000,Mercedes-b,Manual,Red,21000,Suv,Middletown
Male,945000,Volkswagen,Auto,Red,13000,Hatchback,Aurora
Male,1210000,Volkswagen,Auto,Red,45000,Hatchback,Greenville
Male,970000,Chevrolet,Manual,Pale white,14000,Hatchback,Pasco
Male,465000,Subaru,Manual,Red,26000,Hatchback,Janesville
Male,725000,Hyundai,Manual,Red,21000,Suv,Scottsdale
Female,13500,Dodge,Auto,Pale white,10000,Suv,Austin
Male,990000,Mitsubishi,Manual,Red,29000,Hatchback,Janesville
Male,972500,Dodge,Auto,Black,60500,Hatchback,Scottsdale
Male,955000,Oldsmobile,Auto,Red,24000,Passenger,Janesville
Male,1900000,Chevrolet,Auto,Pale white,46000,Suv,Scottsdale
Male,13500,Saab,Auto,Black,23000,Sedan,Austin
Male,950000,Toyota,Auto,Pale white,45001,Suv,Aurora
Male,13500,Mitsubishi,Manual,Red,24001,Sedan,Greenville
Male,13500,Mercedes-b,Manual,Red,25000,Hardtop,Scottsdale
Male,445000,Chrysler,Auto,Pale white,42000,Hardtop,Austin
Female,13500,Honda,Manual,Black,43000,Hatchback,Scottsdale
Male,632500,Mercedes-b,Manual,Pale white,26500,Hatchback,Austin
Female,390000,Saturn,Auto,Pale white,18000,Hatchback,Austin
Male,1055000,Oldsmobile,Manual,Pale white,14500,Sedan,Middletown
Male,1100000,Toyota,Manual,Pale white,22000,Hatchback,Middletown
Female,13500,Mercury,Manual,Red,22000,Hatchback,Aurora
Female,1200000,Plymouth,Auto,Pale white,22001,Passenger,Pasco
Male,1600000,Pontiac,Auto,Red,19001,Passenger,Janesville
Female,825000,Honda,Manual,Black,43001,Sedan,Scottsdale
Male,585000,Chevrolet,Auto,Pale white,12001,Passenger,Austin
Male,13500,Volkswagen,Manual,Red,25001,Sedan,Middletown
Female,1631000,Mercury,Auto,Pale white,26100,Sedan,Aurora
Male,13500,Jaguar,Manual,Red,21001,Passenger,Greenville
Male,650000,Audi,Auto,Black,27001,Suv,Pasco
Male,725000,Volkswagen,Manual,Red,20001,Hatchback,Janesville
Male,665000,Acura,Auto,Black,28000,Hatchback,Scottsdale
Male,560500,Mercury,Manual,Pale white,28500,Hatchback,Austin
Male,13500,Oldsmobile,Manual,Black,17000,Hatchback,Pasco
Male,13500,Ford,Manual,Black,18001,Hardtop,Janesville
Male,1695000,Lincoln,Auto,Black,26500,Hatchback,Scottsdale
Male,2550000,Bmw,Manual,Red,21000,Hatchback,Austin
Female,1590000,Saturn,Auto,Pale white,18000,Hatchback,Middletown
Female,532500,Pontiac,Auto,Red,19500,Passenger,Aurora
Male,561000,Mercedes-b,Auto,Black,14000,Hatchback,Greenville
Male,525000,Ford,Auto,Red,19000,Sedan,Pasco
Male,2800000,Saab,Auto,Red,69000,Sedan,Janesville
Male,1870000,Ford,Auto,Black,26000,Suv,Scottsdale
Male,2402500,Jeep,Manual,Pale white,23250,Hatchback,Austin
Male,435000,Acura,Auto,Black,28000,Hatchback,Middletown
Female,1190000,Ford,Manual,Pale white,20000,Passenger,Aurora
Female,1516000,Lexus,Auto,Black,22600,Sedan,Greenville
Male,13500,Ford,Manual,Pale white,14000,Passenger,Pasco
Male,468250,Chevrolet,Auto,Black,41250,Sedan,Janesville
Male,1716000,Mercedes-b,Manual,Pale white,26600,Hatchback,Austin
Male,270000,Chrysler,Manual,Pale white,28000,Hatchback,Austin
Male,365000,Cadillac,Auto,Pale white,75000,Hatchback,Middletown
Male,340000,Volkswagen,Manual,Red,21000,Hatchback,Aurora
Male,722500,Dodge,Auto,Red,41500,Suv,Greenville
Male,1600000,Subaru,Auto,Black,22000,Hatchback,Pasco
Female,13500,Saab,Auto,Red,69000,Sedan,Aurora
Female,13500,Volvo,Auto,Black,17000,Sedan,Greenville
Male,1030000,Volkswagen,Auto,Red,13000,Hatchback,Pasco
Male,1450000,Dodge,Auto,Red,23000,Suv,Janesville
Male,760000,Jeep,Auto,Red,13000,Hatchback,Scottsdale
Female,850000,Chevrolet,Auto,Pale white,42001,Hardtop,Aurora
Male,13500,Oldsmobile,Auto,Black,60000,Sedan,Middletown
Male,1265000,Saturn,Auto,Black,11500,Suv,Aurora
Female,450000,Pontiac,Auto,Red,31000,Suv,Greenville
Male,823000,Mercedes-b,Manual,Black,18000,Suv,Pasco
Male,13500,Nissan,Manual,Pale white,16001,Hardtop,Greenville
Male,1266000,Lincoln,Manual,Black,17600,Hatchback,Greenville
Male,1040000,Saturn,Auto,Pale white,51000,Sedan,Pasco
Female,625000,Lexus,Auto,Pale white,25000,Hatchback,Janesville
Female,13500,Honda,Auto,Red,39000,Suv,Scottsdale
Female,751000,Lincoln,Manual,Pale white,20000,Passenger,Austin
Male,13500,Honda,Manual,Black,43000,Sedan,Middletown
Male,888000,Plymouth,Auto,Pale white,27000,Hatchback,Aurora
Male,521000,Toyota,Auto,Black,28000,Hatchback,Greenville
Female,423750,Chevrolet,Manual,Black,44750,Hatchback,Pasco
Male,857700,Honda,Auto,Black,31700,Suv,Janesville
Male,642500,Lincoln,Auto,Black,19500,Sedan,Scottsdale
Male,615000,Bmw,Auto,Red,19000,Hatchback,Janesville
Male,845000,Pontiac,Auto,Red,69000,Passenger,Scottsdale
Male,585000,Chevrolet,Manual,Black,16000,Suv,Austin
Male,440000,Subaru,Auto,Black,22000,Suv,Middletown
Male,850000,Mercury,Auto,Black,26000,Hatchback,Aurora
Female,775000,Cadillac,Manual,Black,34000,Sedan,Greenville
Male,850000,Oldsmobile,Auto,Red,39000,Suv,Pasco
Male,705000,Pontiac,Auto,Black,18000,Sedan,Janesville
Male,1955000,Saturn,Auto,Red,24500,Sedan,Middletown
Male,1702000,Pontiac,Auto,Pale white,12200,Suv,Aurora
Male,500000,Mercury,Auto,Black,16000,Passenger,Greenville
Male,3399000,Mitsubishi,Manual,Red,24900,Sedan,Pasco
Male,4802500,Ford,Manual,Black,25251,Hardtop,Scottsdale
Male,3900000,Mercedes-b,Auto,Pale white,31000,Sedan,Scottsdale
Male,13500,Volkswagen,Auto,Black,16000,Sedan,Austin
Male,697000,Ford,Auto,Pale white,62000,Sedan,Middletown
Male,1665000,Saturn,Auto,Black,33500,Hatchback,Janesville
Male,13500,Cadillac,Auto,Pale white,38000,Sedan,Scottsdale
Male,323000,Chrysler,Auto,Red,16000,Suv,Austin
Male,550000,Oldsmobile,Manual,Red,71000,Passenger,Middletown
Female,1220000,Saab,Auto,Black,26000,Sedan,Aurora
Male,638000,Toyota,Auto,Black,21001,Suv,Greenville
Male,131000,Buick,Auto,Pale white,17000,Hatchback,Pasco
Male,13500,Lexus,Manual,Black,69000,Sedan,Janesville
Male,950000,Mercedes-b,Manual,Pale white,26001,Hardtop,Middletown
Female,502000,Bmw,Manual,Pale white,16000,Suv,Austin
Male,727000,Hyundai,Manual,Red,21000,Suv,Middletown
Male,707500,Dodge,Auto,Pale white,15500,Hatchback,Aurora
Male,680000,Mercedes-b,Manual,Pale white,26001,Hardtop,Austin
Male,581000,Volkswagen,Manual,Black,25000,Suv,Pasco
Male,640000,Chrysler,Manual,Pale white,28001,Hardtop,Middletown
Female,372000,Toyota,Manual,Black,29000,Hatchback,Scottsdale
Female,555000,Nissan,Auto,Pale white,26000,Hatchback,Austin
Male,1676000,Volkswagen,Auto,Red,69600,Passenger,Middletown
Male,1400000,Ford,Manual,Black,22000,Hatchback,Aurora
Male,1301000,Volvo,Manual,Pale white,21100,Sedan,Greenville
Male,575000,Chrysler,Manual,Red,21000,Sedan,Pasco
Female,13500,Ford,Manual,Black,18000,Hatchback,Janesville
Male,766000,Mercedes-b,Manual,Pale white,17000,Hatchback,Scottsdale
Male,910000,Oldsmobile,Auto,Black,60000,Sedan,Austin
Male,1100000,Dodge,Manual,Black,19000,Suv,Scottsdale
Female,710000,Porsche,Manual,Red,24000,Suv,Austin
Male,892500,Volvo,Auto,Black,26500,Suv,Middletown
Female,730000,Honda,Auto,Black,31000,Suv,Aurora
Female,790000,Audi,Manual,Pale white,13000,Suv,Greenville
Female,550000,Saturn,Manual,Black,36000,Passenger,Aurora
Male,13500,Bmw,Auto,Black,16000,Sedan,Greenville
Female,13500,Honda,Manual,Black,22000,Hardtop,Austin
Female,675000,Acura,Manual,Pale white,14000,Hatchback,Janesville
Male,441000,Dodge,Auto,Red,31000,Sedan,Scottsdale
Male,1090000,Chevrolet,Manual,Red,22000,Hatchback,Austin
Male,1365000,Honda,Manual,Pale white,27500,Passenger,Austin
Male,1750000,Dodge,Auto,Pale white,45000,Hatchback,Middletown
Male,13500,Chrysler,Manual,Pale white,26000,Sedan,Aurora
Male,580000,Subaru,Manual,Red,17000,Hatchback,Greenville
Female,373500,Volkswagen,Manual,Red,21501,Hardtop,Greenville
Female,675000,Volkswagen,Auto,Pale white,31000,Hatchback,Janesville
Male,1100000,Lincoln,Auto,Black,19000,Sedan,Scottsdale
Male,13500,Jaguar,Manual,Red,45000,Passenger,Austin
Male,650000,Buick,Auto,Pale white,62000,Hatchback,Middletown
Male,1200000,Plymouth,Auto,Pale white,27000,Suv,Aurora
Female,1080000,Honda,Auto,Pale white,21000,Sedan,Greenville
Female,1005000,Cadillac,Manual,Black,29500,Passenger,Pasco
Female,13500,Volkswagen,Auto,Black,22000,Passenger,Janesville
Male,13500,Dodge,Manual,Red,37000,Hatchback,Scottsdale
Male,695000,Chrysler,Auto,Black,17000,Hatchback,Pasco
Female,855000,Oldsmobile,Auto,Red,15000,Sedan,Janesville
Male,522500,Chevrolet,Auto,Black,31500,Passenger,Scottsdale
Female,990000,Acura,Manual,Red,34000,Suv,Austin
Male,867000,Toyota,Manual,Pale white,24000,Hardtop,Austin
Male,13500,Volkswagen,Auto,Black,16000,Sedan,Aurora
Male,738000,Lincoln,Auto,Pale white,18000,Hatchback,Greenville
Male,13500,Ford,Auto,Black,22000,Hatchback,Pasco
Male,13500,Hyundai,Manual,Black,18000,Hatchback,Pasco
Male,2005000,Cadillac,Auto,Red,31500,Passenger,Janesville
Male,523000,Toyota,Auto,Red,33000,Suv,Scottsdale
Male,420000,Honda,Auto,Pale white,21001,Sedan,Austin
Male,680000,Ford,Auto,Red,19000,Sedan,Aurora
Male,750000,Plymouth,Manual,Red,12000,Passenger,Greenville
Male,531000,Subaru,Auto,Black,22001,Hardtop,Janesville
Male,640000,Bmw,Manual,Red,21000,Sedan,Janesville
Male,13500,Hyundai,Manual,Pale white,13000,Suv,Austin
Male,675000,Dodge,Auto,Black,24000,Suv,Middletown
Male,13500,Volkswagen,Auto,Black,9000,Hatchback,Aurora
Male,622000,Chevrolet,Manual,Pale white,22000,Hatchback,Greenville
Male,680000,Mitsubishi,Auto,Red,39000,Suv,Middletown
Male,500000,Volvo,Manual,Black,17000,Hatchback,Aurora
Male,550000,Lincoln,Auto,Pale white,18000,Hatchback,Greenville
Male,730000,Mitsubishi,Auto,Pale white,36000,Passenger,Pasco
Male,875000,Mitsubishi,Manual,Black,16000,Suv,Janesville
Female,13500,Volkswagen,Auto,Red,25000,Suv,Scottsdale
Male,850000,Pontiac,Auto,Red,69000,Passenger,Austin
Male,715000,Honda,Auto,Pale white,21000,Sedan,Janesville
Male,800000,Ford,Manual,Red,22000,Suv,Scottsdale
Male,680000,Chevrolet,Auto,Pale white,19000,Passenger,Austin
Male,1010000,Toyota,Auto,Red,31000,Hatchback,Janesville
Male,13500,Mercury,Manual,Red,61000,Sedan,Scottsdale
Male,630000,Lincoln,Auto,Black,26000,Hatchback,Austin
Male,605000,Chevrolet,Manual,Black,26000,Suv,Middletown
Female,310000,Toyota,Manual,Black,25001,Sedan,Janesville
Male,290000,Mitsubishi,Auto,Black,45001,Hatchback,Austin
Male,608000,Pontiac,Manual,Black,36001,Hatchback,Austin
Male,13500,Mercedes-b,Manual,Pale white,12001,Hatchback,Middletown
Male,570000,Bmw,Manual,Red,21001,Hatchback,Aurora
Male,520500,Mercedes-b,Manual,Pale white,17500,Hatchback,Greenville
Male,1400000,Mercedes-b,Manual,Pale white,41001,Hatchback,Pasco
Male,1150000,Chevrolet,Auto,Black,31000,Passenger,Scottsdale
Male,591000,Saturn,Auto,Black,33001,Hardtop,Austin
Male,1450000,Dodge,Manual,Black,11000,Sedan,Middletown
Male,800000,Nissan,Manual,Pale white,20000,Hatchback,Aurora
Male,752000,Ford,Manual,Red,25000,Hatchback,Greenville
Male,881000,Bmw,Auto,Red,19000,Hatchback,Pasco
Male,1909000,Volkswagen,Manual,Red,24900,Passenger,Janesville
Male,425000,Chevrolet,Auto,Pale white,19000,Passenger,Pasco
Male,2300000,Mercedes-b,Manual,Pale white,12000,Hatchback,Janesville
Male,1710000,Toyota,Manual,Pale white,24000,Hatchback,Austin
Female,516000,Dodge,Auto,Black,60000,Hatchback,Austin
Male,2221000,Mercedes-b,Manual,Red,17100,Hatchback,Janesville
Male,13500,Pontiac,Auto,Red,69000,Passenger,Scottsdale
Male,515000,Ford,Manual,Pale white,17000,Sedan,Austin
Male,635000,Nissan,Manual,Black,53000,Hatchback,Middletown
Male,762000,Chevrolet,Manual,Red,22000,Hatchback,Aurora
Female,1215000,Saturn,Auto,Pale white,18500,Hatchback,Greenville
Female,610000,Oldsmobile,Manual,Pale white,14001,Sedan,Pasco
Male,580000,Chrysler,Auto,Pale white,21000,Hatchback,Aurora
Male,444000,Mercedes-b,Auto,Black,39000,Suv,Greenville
Male,700000,Volkswagen,Manual,Red,21000,Hardtop,Middletown
Male,13500,Chrysler,Auto,Red,16000,Suv,Janesville
Male,722000,Audi,Auto,Black,14000,Suv,Scottsdale
Female,13500,Oldsmobile,Auto,Red,41000,Sedan,Austin
Male,450000,Chevrolet,Auto,Red,45000,Suv,Middletown
Female,535000,Chevrolet,Manual,Red,22001,Hatchback,Aurora
Male,800000,Hyundai,Manual,Black,18000,Hatchback,Scottsdale
Male,775000,Oldsmobile,Manual,Red,19000,Sedan,Austin
Male,13500,Oldsmobile,Auto,Red,41000,Sedan,Middletown
Male,701500,Toyota,Manual,Pale white,22500,Passenger,Aurora
Male,540000,Chrysler,Auto,Black,26000,Suv,Middletown
Male,1360000,Dodge,Auto,Black,23000,Hatchback,Aurora
Male,1500000,Buick,Auto,Red,12000,Hatchback,Greenville
Male,1180000,Mitsubishi,Manual,Black,16000,Suv,Janesville
Female,815000,Saab,Auto,Red,69001,Sedan,Janesville
Female,820000,Volvo,Auto,Black,57001,Sedan,Scottsdale
Male,411000,Volkswagen,Auto,Red,13001,Hatchback,Austin
Male,790000,Dodge,Auto,Red,23001,Suv,Middletown
Male,605000,Jeep,Auto,Red,13001,Hatchback,Aurora
Male,13500,Mercedes-b,Manual,Red,71000,Hatchback,Scottsdale
Male,1600000,Lexus,Manual,Pale white,54000,Suv,Austin
Female,1460000,Ford,Auto,Red,29000,Passenger,Middletown
Male,677000,Oldsmobile,Auto,Red,24000,Passenger,Aurora
Female,493500,Plymouth,Auto,Pale white,22500,Passenger,Greenville
Female,540000,Volkswagen,Manual,Red,25001,Sedan,Greenville
Female,1610000,Dodge,Manual,Red,12000,Sedan,Pasco
Male,13500,Chrysler,Auto,Black,26000,Suv,Janesville
Male,1870000,Ford,Auto,Pale white,42000,Hatchback,Scottsdale
Male,622000,Nissan,Auto,Red,21000,Hatchback,Austin
Male,657000,Bmw,Manual,Pale white,14000,Suv,Greenville
Male,13500,Ford,Auto,Black,41000,Suv,Pasco
Male,1150000,Buick,Auto,Pale white,17001,Hardtop,Janesville
Male,630000,Chevrolet,Manual,Red,22001,Hardtop,Austin
Male,1160000,Volvo,Manual,Red,22000,Sedan,Austin
Male,790000,Plymouth,Manual,Red,20000,Passenger,Scottsdale
Male,805000,Acura,Auto,Black,23000,Hatchback,Austin
Male,530000,Subaru,Manual,Red,26000,Hatchback,Middletown
Male,915000,Oldsmobile,Manual,Black,36000,Hatchback,Aurora
Female,460000,Saturn,Auto,Red,25000,Passenger,Greenville
Male,805000,Volvo,Auto,Pale white,32001,Suv,Greenville
Male,1900000,Volkswagen,Manual,Pale white,17000,Hardtop,Pasco
Male,536000,Mercedes-b,Manual,Red,25000,Hatchback,Middletown
Male,795000,Dodge,Manual,Red,31000,Suv,Middletown
Male,644000,Oldsmobile,Manual,Black,18000,Hatchback,Pasco
Male,890000,Oldsmobile,Auto,Black,60001,Sedan,Pasco
Male,795000,Saturn,Auto,Black,11000,Suv,Janesville
Male,634000,Pontiac,Auto,Red,31000,Suv,Scottsdale
Male,642000,Mercedes-b,Manual,Black,18000,Suv,Austin
Female,730000,Honda,Manual,Pale white,27000,Suv,Janesville
Male,863000,Volkswagen,Manual,Pale white,17000,Suv,Scottsdale
Male,740000,Bmw,Manual,Pale white,16000,Suv,Austin
Male,1819000,Hyundai,Manual,Red,21900,Suv,Middletown
Male,410000,Dodge,Auto,Pale white,15000,Hatchback,Aurora
Male,13500,Volkswagen,Auto,Pale white,18000,Suv,Greenville
Male,800000,Oldsmobile,Manual,Black,17000,Hardtop,Austin
Male,520000,Honda,Manual,Pale white,54000,Passenger,Scottsdale
Male,553100,Chrysler,Auto,Black,26100,Hatchback,Austin
Male,418000,Chevrolet,Manual,Black,42000,Passenger,Middletown
Male,505000,Honda,Manual,Black,43000,Hatchback,Aurora
Female,1370000,Volkswagen,Auto,Red,45001,Hardtop,Janesville
Male,680000,Acura,Auto,Black,28000,Hatchback,Pasco
Male,472000,Ford,Manual,Pale white,20000,Passenger,Janesville
Male,442500,Lexus,Auto,Black,22500,Sedan,Scottsdale
Female,530000,Ford,Manual,Pale white,14000,Passenger,Austin
Male,2625000,Chrysler,Auto,Pale white,42500,Hatchback,Aurora
Female,576000,Chrysler,Auto,Red,19000,Sedan,Greenville
Male,570000,Chevrolet,Manual,Pale white,26000,Hatchback,Pasco
Male,550000,Plymouth,Manual,Red,20000,Passenger,Janesville
Female,505000,Saab,Manual,Pale white,28000,Hatchback,Scottsdale
Male,13500,Honda,Manual,Black,43000,Hatchback,Austin
Female,400000,Bmw,Manual,Red,25000,Suv,Middletown
Male,2170000,Oldsmobile,Auto,Red,12000,Sedan,Aurora
Female,13500,Lexus,Auto,Black,39000,Sedan,Greenville
Male,1577500,Cadillac,Auto,Black,60750,Passenger,Pasco
Male,810000,Dodge,Auto,Pale white,45001,Hardtop,Austin
Female,13500,Ford,Auto,Pale white,18000,Hatchback,Greenville
Male,755000,Cadillac,Auto,Red,69000,Suv,Pasco
Male,565000,Subaru,Auto,Pale white,19000,Suv,Janesville
Male,779000,Chrysler,Auto,Red,19000,Sedan,Scottsdale
Female,350000,Lexus,Manual,Pale white,54000,Suv,Austin
Female,337000,Chevrolet,Manual,Pale white,22000,Suv,Middletown
