Date,Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month
2022-09-25,Male,2920000,Chevrolet,Prizm,Manual,Pale white,22000,Hardtop,Austin,2022,9
2022-09-25,Male,365000,Chevrolet,Metro,Manual,Pale white,13000,Passenger,Austin,2022,9
2022-09-25,Male,1297000,Volkswagen,Cabrio,Auto,Black,16700,Sedan,Middletown,2022,9
2022-09-25,Male,13500,Volkswagen,Jetta,Manual,Pale white,24000,Passenger,Aurora,2022,9
2022-09-25,Male,13500,Bmw,323i,Auto,Pale white,22000,Hatchback,Greenville,2022,9
2022-09-25,Male,515000,Chevrolet,Cavalier,Manual,Pale white,20000,Suv,Pasco,2022,9
2022-09-25,Male,13500,Pontiac,Sunfire,Auto,Black,18000,Sedan,Janesville,2022,9
2022-09-25,Male,670000,Audi,A6,Manual,Black,15000,Suv,Scottsdale,2022,9
2022-09-25,Male,750000,Toyota,Tacoma,Manual,Pale white,82000,Hatchback,Pasco,2022,9
2022-09-25,Male,890000,Volkswagen,Gti,Manual,Pale white,28000,Suv,Janesville,2022,9
2022-09-25,Male,1260000,Mercury,Grand marquis,Auto,Black,19000,Suv,Scottsdale,2022,9
2022-09-25,Male,855000,Oldsmobile,Intrigue,Manual,Pale white,37000,Suv,Austin,2022,9
2022-09-25,Male,1260000,Volkswagen,Passat,Auto,Black,21000,Hatchback,Janesville,2022,9
2022-09-25,Male,13500,Ford,Ranger,Manual,Black,25000,Hatchback,Scottsdale,2022,9
2022-09-25,Male,1320000,Toyota,Avalon,Auto,Pale white,18000,Sedan,Austin,2022,9
2022-09-25,Male,1430000,Volvo,S80,Manual,Pale white,21000,Sedan,Middletown,2022,9
2022-09-25,Male,1125000,Mitsubishi,Eclipse,Auto,Black,27500,Hatchback,Aurora,2022,9
2022-09-25,Male,950000,Mercedes-b,S-class,Manual,Black,85000,Suv,Greenville,2022,9
2022-09-25,Male,910000,Subaru,Forester,Auto,Black,22000,Hatchback,Pasco,2022,9
2022-09-25,Male,452000,Dodge,Durango,Manual,Pale white,27000,Suv,Janesville,2022,9
2022-09-25,Male,440000,Subaru,Forester,Auto,Black,22000,Hatchback,Scottsdale,2022,9
2022-09-25,Male,13500,Toyota,Corolla,Manual,Pale white,22000,Passenger,Austin,2022,9
2022-09-25,Male,415000,Chevrolet,Malibu,Manual,Pale white,24000,Hatchback,Middletown,2022,9
2022-09-25,Male,13500,Buick,Century,Auto,Pale white,17000,Hatchback,Aurora,2022,9
2022-09-25,Male,1015000,Volvo,S40,Manual,Pale white,17500,Sedan,Greenville,2022,9
2022-09-25,Male,372000,Oldsmobile,Cutlass,Auto,Pale white,41000,Sedan,Pasco,2022,9
2022-09-25,Male,1326000,Porsche,Carrera cabrio,Auto,Pale white,32600,Passenger,Janesville,2022,9
2022-09-25,Female,999000,Infiniti,I30,Auto,Pale white,51000,Hatchback,Scottsdale,2022,9
2022-09-25,Male,910000,Plymouth,Neon,Manual,Black,29001,Suv,Austin,2022,9
2022-09-25,Male,13500,Pontiac,Grand prix,Auto,Pale white,42000,Passenger,Austin,2022,9
2022-09-25,Male,635000,Plymouth,Neon,Manual,Black,29000,Suv,Middletown,2022,9
2022-09-25,Male,630000,Acura,Rl,Manual,Pale white,34000,Suv,Aurora,2022,9
2022-09-25,Male,730000,Dodge,Avenger,Auto,Pale white,22000,Passenger,Greenville,2022,9
2022-09-25,Male,600000,Toyota,Camry,Auto,Pale white,31000,Hatchback,Pasco,2022,9
2022-09-25,Male,410000,Mercedes-b,S-class,Auto,Pale white,10000,Suv,Janesville,2022,9
2022-09-25,Male,13500,Acura,Rl,Manual,Pale white,17000,Suv,Scottsdale,2022,9
2022-09-25,Male,13500,Chevrolet,Metro,Auto,Black,31000,Passenger,Austin,2022,9
2022-09-25,Female,1600000,Mitsubishi,Eclipse,Auto,Black,27000,Hardtop,Scottsdale,2022,9
2022-09-25,Male,1620000,Chevrolet,Corvette,Manual,Black,26000,Suv,Aurora,2022,9
2022-09-25,Male,326000,Jeep,Cherokee,Auto,Pale white,36000,Sedan,Greenville,2022,9
2022-09-25,Female,2500000,Subaru,Forester,Auto,Black,22000,Hardtop,Middletown,2022,9
2022-09-25,Male,830000,Mitsubishi,3000gt,Manual,Pale white,21000,Sedan,Janesville,2022,9
2022-09-25,Male,1630000,Subaru,Forester,Auto,Black,22000,Hardtop,Greenville,2022,9
2022-09-25,Female,2590000,Lexus,Gs300,Manual,Pale white,17000,Passenger,Austin,2022,9
2022-09-25,Male,13500,Chrysler,Lhs,Auto,Pale white,21000,Hatchback,Middletown,2022,9
2022-09-25,Male,13500,Chevrolet,Malibu,Manual,Pale white,24000,Hardtop,Janesville,2022,9
2022-09-25,Male,430000,Pontiac,Sunfire,Manual,Pale white,28000,Sedan,Greenville,2022,9
2022-09-25,Male,900000,Chrysler,Lhs,Manual,Black,51000,Hatchback,Pasco,2022,9
2022-09-25,Male,1000000,Saab,3-sep,Auto,Black,18000,Sedan,Janesville,2022,9
2022-09-25,Male,891000,Dodge,Ram van,Auto,Pale white,31000,Hatchback,Scottsdale,2022,9
2022-09-25,Female,640000,Ford,Crown victoria,Manual,Pale white,20000,Passenger,Greenville,2022,9
2022-09-25,Male,1093800,Nissan,Xterra,Auto,Black,9380,Passenger,Pasco,2022,9
2022-09-25,Male,961000,Mitsubishi,Montero sport,Auto,Pale white,39000,Hardtop,Scottsdale,2022,9
2022-09-25,Male,480000,Volvo,S70,Auto,Pale white,32000,Hardtop,Janesville,2022,9
2022-09-25,Male,13500,Volkswagen,Jetta,Manual,Pale white,45000,Passenger,Austin,2022,9
2022-09-25,Female,970000,Oldsmobile,Bravada,Auto,Pale white,19000,Hatchback,Janesville,2022,9
2022-09-25,Female,13500,Chrysler,Lhs,Auto,Pale white,20000,Hatchback,Scottsdale,2022,9
2022-09-25,Male,760000,Honda,Passport,Manual,Pale white,27000,Hardtop,Greenville,2022,9
2022-09-25,Male,13500,Bmw,323i,Auto,Pale white,22000,Hatchback,Middletown,2022,9
2022-09-25,Male,975000,Volkswagen,Golf,Manual,Pale white,17000,Hardtop,Pasco,2022,9
2022-09-25,Female,13500,Saab,3-sep,Auto,Pale white,69000,Sedan,Greenville,2022,9
2022-09-25,Male,1120000,Lincoln,Continental,Manual,Pale white,27000,Passenger,Pasco,2022,9
2022-09-25,Male,1001000,Oldsmobile,Aurora,Auto,Pale white,24100,Passenger,Janesville,2022,9
2022-09-25,Male,722000,Volkswagen,Golf,Auto,Pale white,18000,Hardtop,Middletown,2022,9
2022-09-25,Male,13500,Toyota,Land cruiser,Auto,Pale white,12000,Suv,Austin,2022,9
2022-09-25,Male,720000,Volkswagen,Beetle,Manual,Pale white,21000,Hardtop,Greenville,2022,9
2022-09-25,Male,730000,Lincoln,Navigator,Manual,Pale white,33000,Sedan,Aurora,2022,9
2022-09-25,Male,392000,Dodge,Ram van,Auto,Pale white,12000,Hatchback,Greenville,2022,9
2022-09-25,Male,1150000,Volvo,V40,Auto,Pale white,18000,Suv,Pasco,2022,9
2022-09-25,Male,640000,Chevrolet,Prizm,Auto,Black,33000,Hardtop,Janesville,2022,9
2022-09-25,Male,370000,Mercedes-b,Cl500,Manual,Black,22000,Suv,Scottsdale,2022,9
2022-09-26,Male,1247000,Buick,Park avenue,Auto,Pale white,12701,Hatchback,Janesville,2022,9
2022-09-26,Male,1311000,Mitsubishi,Montero,Manual,Black,16101,Suv,Scottsdale,2022,9
2022-09-26,Male,1100000,Plymouth,Voyager,Manual,Pale white,20001,Passenger,Austin,2022,9
2022-09-26,Male,13500,Acura,Tl,Auto,Black,23001,Hatchback,Middletown,2022,9
2022-09-26,Male,1327500,Subaru,Forester,Manual,Pale white,26750,Hatchback,Aurora,2022,9
2022-09-26,Female,1435000,Oldsmobile,Bravada,Manual,Black,36500,Hatchback,Greenville,2022,9
2022-09-26,Female,1960000,Saturn,Sw,Auto,Pale white,25000,Passenger,Pasco,2022,9
2022-09-26,Male,13500,Oldsmobile,Bravada,Manual,Black,18000,Hatchback,Janesville,2022,9
2022-09-26,Male,1560000,Dodge,Caravan,Auto,Pale white,38000,Hatchback,Austin,2022,9
2022-09-26,Male,1370000,Bmw,328i,Manual,Black,69000,Sedan,Austin,2022,9
2022-09-26,Male,1100000,Plymouth,Neon,Auto,Pale white,27000,Suv,Middletown,2022,9
2022-09-26,Female,850000,Jeep,Cherokee,Auto,Pale white,36000,Sedan,Aurora,2022,9
2022-09-26,Male,1385000,Oldsmobile,Silhouette,Manual,Pale white,14500,Sedan,Greenville,2022,9
2022-09-26,Male,1275000,Volkswagen,Passat,Auto,Black,9500,Hatchback,Pasco,2022,9
2022-09-26,Male,1095000,Nissan,Frontier,Manual,Pale white,12500,Hatchback,Janesville,2022,9
2022-09-26,Male,797500,Ford,Windstar,Auto,Pale white,31500,Sedan,Scottsdale,2022,9
2022-09-26,Male,725000,Nissan,Pathfinder,Auto,Pale white,31000,Hatchback,Austin,2022,9
2022-09-26,Female,1380000,Plymouth,Neon,Manual,Black,29000,Suv,Middletown,2022,9
2022-09-26,Male,825000,Dodge,Viper,Auto,Pale white,31000,Suv,Aurora,2022,9
2022-09-26,Male,13500,Bmw,528i,Auto,Pale white,62000,Suv,Greenville,2022,9
2022-09-26,Male,865000,Chrysler,Sebring coupe,Manual,Black,12000,Sedan,Austin,2022,9
2022-09-26,Male,760000,Cadillac,Escalade,Auto,Black,28000,Sedan,Middletown,2022,9
2022-09-26,Male,725000,Jeep,Wrangler,Manual,Pale white,13000,Hatchback,Aurora,2022,9
2022-09-26,Female,13500,Acura,Tl,Auto,Pale white,16000,Hatchback,Greenville,2022,9
2022-09-26,Male,480000,Chrysler,300m,Auto,Pale white,22000,Suv,Pasco,2022,9
2022-09-26,Male,1120000,Jeep,Grand cherokee,Manual,Black,19000,Suv,Janesville,2022,9
2022-09-26,Male,465000,Toyota,Camry,Manual,Black,29000,Hatchback,Scottsdale,2022,9
2022-09-26,Male,614000,Volvo,S80,Manual,Pale white,25000,Sedan,Austin,2022,9
2022-09-26,Male,13500,Lexus,Ls400,Manual,Pale white,54000,Sedan,Middletown,2022,9
2022-09-26,Male,13500,Chevrolet,Camaro,Auto,Pale white,24000,Sedan,Aurora,2022,9
2022-09-26,Male,930000,Lexus,Ls400,Auto,Black,22000,Sedan,Greenville,2022,9
2022-09-26,Male,557000,Dodge,Ram wagon,Auto,Black,22000,Passenger,Pasco,2022,9
2022-09-26,Female,771000,Mercedes-b,Slk230,Auto,Black,33000,Hatchback,Janesville,2022,9
2022-09-26,Male,650000,Dodge,Viper,Manual,Black,26000,Suv,Scottsdale,2022,9
2022-09-26,Male,750000,Buick,Regal,Auto,Pale white,38000,Passenger,Austin,2022,9
2022-09-26,Male,806000,Mitsubishi,Montero,Manual,Black,16000,Suv,Middletown,2022,9
2022-09-26,Male,435000,Ford,Ranger,Manual,Black,25000,Hardtop,Pasco,2022,9
2022-09-26,Male,13500,Nissan,Quest,Manual,Black,38000,Suv,Greenville,2022,9
2022-09-26,Male,1345000,Cadillac,Catera,Auto,Pale white,28500,Hatchback,Pasco,2022,9
2022-09-26,Male,1430000,Dodge,Ram van,Auto,Pale white,12000,Hatchback,Janesville,2022,9
2022-09-26,Male,1230000,Ford,Focus,Manual,Pale white,17001,Hatchback,Middletown,2022,9
2022-09-26,Male,13500,Lexus,Ls400,Auto,Pale white,27001,Sedan,Aurora,2022,9
2022-09-26,Male,13500,Chevrolet,Lumina,Manual,Black,42001,Passenger,Greenville,2022,9
2022-09-26,Male,855000,Nissan,Pathfinder,Auto,Pale white,21001,Hatchback,Pasco,2022,9
2022-09-26,Male,457000,Jeep,Wrangler,Manual,Pale white,13000,Hatchback,Janesville,2022,9
2022-09-26,Female,380000,Bmw,328i,Auto,Black,18000,Sedan,Scottsdale,2022,9
2022-09-26,Male,897500,Ford,Mustang,Auto,Pale white,22500,Hatchback,Austin,2022,9
2022-09-26,Male,865000,Mercedes-b,E-class,Auto,Pale white,15000,Sedan,Middletown,2022,9
2022-09-26,Male,1265000,Chrysler,Town & country,Auto,Pale white,42500,Sedan,Aurora,2022,9
2022-09-26,Male,1260000,Volvo,C70,Manual,Pale white,24001,Hatchback,Greenville,2022,9
2022-09-26,Male,1075000,Lexus,Gs300,Manual,Black,51500,Passenger,Janesville,2022,9
2022-09-26,Male,1470000,Ford,Expedition,Manual,Pale white,22000,Suv,Scottsdale,2022,9
2022-09-26,Male,366000,Lexus,Es300,Manual,Black,34000,Hatchback,Austin,2022,9
2022-09-26,Male,461000,Volkswagen,Beetle,Manual,Pale white,21000,Hatchback,Middletown,2022,9
2022-09-26,Male,981000,Saturn,Ls,Auto,Pale white,51000,Sedan,Aurora,2022,9
2022-09-26,Male,683000,Mercury,Mystique,Auto,Pale white,29000,Passenger,Greenville,2022,9
2022-09-26,Male,1470000,Subaru,Forester,Manual,Pale white,17000,Hatchback,Pasco,2022,9
2022-09-26,Male,670000,Lexus,Ls400,Manual,Black,69000,Sedan,Janesville,2022,9
2022-09-26,Male,13500,Volkswagen,Golf,Manual,Pale white,17000,Hatchback,Scottsdale,2022,9
2022-09-26,Male,430000,Honda,Passport,Auto,Black,26000,Hatchback,Austin,2022,9
2022-09-26,Male,742000,Chevrolet,Impala,Manual,Pale white,14000,Hatchback,Austin,2022,9
2022-09-26,Male,13500,Buick,Century,Auto,Pale white,17000,Hardtop,Scottsdale,2022,9
2022-09-26,Male,600500,Chevrolet,Monte carlo,Manual,Pale white,26500,Hatchback,Greenville,2022,9
2022-09-26,Male,13500,Mercedes-b,Slk,Auto,Pale white,36000,Passenger,Pasco,2022,9
2022-09-26,Male,665000,Acura,Rl,Manual,Pale white,31000,Suv,Janesville,2022,9
2022-09-26,Male,13500,Plymouth,Prowler,Auto,Pale white,15000,Hatchback,Scottsdale,2022,9
2022-09-26,Male,645000,Dodge,Ram van,Auto,Black,60000,Hatchback,Austin,2022,9
2022-09-26,Male,627000,Oldsmobile,Cutlass,Auto,Pale white,41000,Sedan,Janesville,2022,9
2022-09-26,Male,580000,Volkswagen,Jetta,Auto,Pale white,69000,Passenger,Scottsdale,2022,9
2022-09-26,Male,519500,Audi,A6,Auto,Black,14500,Suv,Austin,2022,9
2022-09-26,Male,656000,Oldsmobile,Cutlass,Auto,Pale white,46000,Sedan,Middletown,2022,9
2022-09-26,Male,13500,Mitsubishi,3000gt,Auto,Pale white,19000,Sedan,Aurora,2022,9
2022-09-26,Male,13500,Nissan,Altima,Auto,Pale white,20000,Hatchback,Greenville,2022,9
2022-09-26,Male,730000,Bmw,528i,Manual,Pale white,29000,Suv,Pasco,2022,9
2022-09-26,Male,1182000,Honda,Accord,Manual,Black,43200,Sedan,Janesville,2022,9
2022-09-26,Male,1500000,Volvo,V70,Auto,Black,39000,Passenger,Scottsdale,2022,9
2022-09-26,Male,1800000,Ford,Taurus,Manual,Black,69000,Suv,Austin,2022,9
2022-09-26,Male,1832000,Jaguar,S-type,Auto,Black,16200,Passenger,Middletown,2022,9
2022-09-26,Male,1000000,Lincoln,Town car,Manual,Black,17000,Hatchback,Aurora,2022,9
2022-09-26,Male,13500,Infiniti,I30,Auto,Pale white,51000,Hardtop,Greenville,2022,9
2022-09-26,Male,13500,Mitsubishi,Diamante,Manual,Pale white,12000,Hatchback,Austin,2022,9
2022-09-26,Male,13500,Acura,Integra,Auto,Black,45000,Passenger,Middletown,2022,9
2022-09-26,Male,3175000,Mercury,Villager,Manual,Pale white,14500,Passenger,Aurora,2022,9
2022-09-26,Male,13500,Toyota,4runner,Auto,Pale white,35000,Sedan,Greenville,2022,9
2022-09-26,Male,1375000,Toyota,Camry,Manual,Black,34500,Hatchback,Pasco,2022,9
2022-09-26,Female,480000,Toyota,Tacoma,Auto,Pale white,53000,Hardtop,Janesville,2022,9
2022-09-26,Male,1975000,Nissan,Frontier,Auto,Pale white,26500,Hatchback,Scottsdale,2022,9
2022-09-26,Female,528000,Volvo,S70,Manual,Pale white,21000,Hardtop,Janesville,2022,9
2022-09-26,Male,13500,Chrysler,Concorde,Manual,Black,18000,Hardtop,Greenville,2022,9
2022-09-26,Male,1250000,Chevrolet,Metro,Manual,Pale white,13000,Passenger,Aurora,2022,9
2022-09-26,Male,1155000,Saturn,Sc,Auto,Black,33500,Hardtop,Pasco,2022,9
2022-09-26,Male,13500,Volkswagen,Passat,Manual,Pale white,12000,Hatchback,Pasco,2022,9
2022-09-26,Male,638000,Toyota,4runner,Auto,Pale white,35000,Sedan,Janesville,2022,9
2022-09-26,Male,716000,Oldsmobile,Silhouette,Auto,Black,22000,Sedan,Scottsdale,2022,9
2022-09-26,Male,1050000,Dodge,Ram pickup,Manual,Black,19000,Hardtop,Austin,2022,9
2022-09-26,Male,400000,Saturn,Lw,Manual,Pale white,13000,Hatchback,Middletown,2022,9
2022-09-26,Male,800000,Buick,Park avenue,Auto,Pale white,62000,Hatchback,Aurora,2022,9
2022-09-26,Female,585000,Chevrolet,Metro,Auto,Pale white,19000,Passenger,Greenville,2022,9
2022-09-26,Male,505500,Chevrolet,Lumina,Manual,Pale white,26500,Passenger,Pasco,2022,9
2022-09-26,Female,805000,Saab,3-sep,Auto,Black,18000,Sedan,Janesville,2022,9
2022-09-27,Male,1235000,Mercury,Villager,Manual,Pale white,14500,Passenger,Pasco,2022,9
2022-09-27,Female,820000,Mitsubishi,3000gt,Manual,Black,18000,Sedan,Janesville,2022,9
2022-09-27,Male,1600000,Mercedes-b,E-class,Auto,Pale white,31000,Sedan,Scottsdale,2022,9
2022-09-27,Male,1165000,Acura,Rl,Manual,Pale white,17500,Suv,Austin,2022,9
2022-09-27,Male,13500,Volkswagen,Jetta,Auto,Pale white,16000,Passenger,Middletown,2022,9
2022-09-27,Male,1355000,Chevrolet,Prizm,Manual,Pale white,22500,Hatchback,Aurora,2022,9
2022-09-27,Male,1910000,Dodge,Ram wagon,Auto,Black,22000,Passenger,Greenville,2022,9
2022-09-27,Female,1250000,Nissan,Frontier,Manual,Black,53001,Hatchback,Pasco,2022,9
2022-09-27,Male,1448000,Volvo,S40,Manual,Pale white,22801,Sedan,Janesville,2022,9
2022-09-27,Female,1400000,Honda,Civic,Auto,Pale white,25001,Hatchback,Scottsdale,2022,9
2022-09-27,Male,1663000,Chrysler,Lhs,Auto,Pale white,21300,Hatchback,Scottsdale,2022,9
2022-09-27,Male,1310000,Audi,A6,Auto,Black,27000,Suv,Austin,2022,9
2022-09-27,Male,13500,Mitsubishi,3000gt,Auto,Black,39000,Sedan,Janesville,2022,9
2022-09-27,Male,1530000,Honda,Accord,Manual,Pale white,14000,Sedan,Scottsdale,2022,9
2022-09-27,Male,675000,Infiniti,I30,Auto,Black,49000,Hardtop,Pasco,2022,9
2022-09-27,Male,1150000,Honda,Passport,Manual,Pale white,13000,Hardtop,Greenville,2022,9
2022-09-27,Male,630000,Cadillac,Escalade,Auto,Black,26000,Sedan,Aurora,2022,9
2022-09-27,Male,13500,Mercury,Sable,Manual,Pale white,61000,Sedan,Greenville,2022,9
2022-09-27,Male,1300000,Lexus,Lx470,Manual,Pale white,54000,Suv,Pasco,2022,9
2022-09-27,Female,121000,Chevrolet,Cavalier,Manual,Pale white,20000,Suv,Janesville,2022,9
2022-09-27,Male,515000,Volkswagen,Beetle,Manual,Pale white,21000,Hatchback,Janesville,2022,9
2022-09-27,Male,13500,Jaguar,S-type,Manual,Pale white,21000,Passenger,Scottsdale,2022,9
2022-09-27,Male,1000000,Chrysler,Sebring coupe,Manual,Pale white,21001,Sedan,Austin,2022,9
2022-09-27,Female,655000,Nissan,Xterra,Manual,Pale white,31001,Passenger,Middletown,2022,9
2022-09-27,Male,887500,Ford,Expedition,Manual,Black,18500,Suv,Aurora,2022,9
2022-09-27,Female,477500,Bmw,323i,Auto,Pale white,19500,Hatchback,Greenville,2022,9
2022-09-27,Male,13500,Ford,Mustang,Manual,Pale white,43000,Hatchback,Pasco,2022,9
2022-09-27,Male,713500,Mercury,Cougar,Manual,Pale white,22500,Hatchback,Janesville,2022,9
2022-09-27,Male,1500000,Mercedes-b,Slk,Manual,Pale white,17000,Passenger,Scottsdale,2022,9
2022-09-27,Male,672000,Dodge,Durango,Manual,Pale white,27000,Suv,Austin,2022,9
2022-09-27,Male,940000,Audi,A6,Auto,Black,27000,Suv,Pasco,2022,9
2022-09-27,Male,435000,Ford,Expedition,Manual,Black,10000,Suv,Janesville,2022,9
2022-09-27,Female,13500,Toyota,Celica,Auto,Pale white,45000,Suv,Scottsdale,2022,9
2022-09-27,Male,13500,Ford,Focus,Manual,Pale white,17000,Hardtop,Janesville,2022,9
2022-09-27,Male,652000,Nissan,Pathfinder,Auto,Pale white,21000,Hardtop,Middletown,2022,9
2022-09-27,Female,670000,Oldsmobile,Bravada,Manual,Black,17000,Hatchback,Aurora,2022,9
2022-09-27,Male,13500,Lexus,Es300,Manual,Black,34000,Hardtop,Pasco,2022,9
2022-09-27,Male,476500,Lincoln,Town car,Auto,Black,26500,Hatchback,Pasco,2022,9
2022-09-27,Male,741000,Bmw,323i,Manual,Pale white,21000,Hatchback,Janesville,2022,9
2022-09-27,Male,550000,Saturn,Lw,Auto,Pale white,18000,Hatchback,Scottsdale,2022,9
2022-09-27,Female,13500,Nissan,Pathfinder,Manual,Pale white,11000,Hardtop,Aurora,2022,9
2022-09-27,Female,3900000,Nissan,Frontier,Manual,Pale white,12000,Hatchback,Austin,2022,9
2022-09-27,Male,2520000,Chevrolet,Lumina,Manual,Black,10000,Passenger,Janesville,2022,9
2022-09-27,Female,1702000,Oldsmobile,Silhouette,Manual,Pale white,34200,Sedan,Scottsdale,2022,9
2022-09-27,Male,301000,Dodge,Stratus,Auto,Pale white,31000,Hatchback,Austin,2022,9
2022-09-27,Male,1211000,Dodge,Ram pickup,Manual,Pale white,16100,Hardtop,Pasco,2022,9
2022-09-27,Male,13500,Hyundai,Sonata,Manual,Black,15000,Suv,Aurora,2022,9
2022-09-27,Male,960000,Dodge,Ram van,Auto,Pale white,31000,Hatchback,Greenville,2022,9
2022-09-27,Male,740000,Volvo,S40,Manual,Pale white,17000,Sedan,Pasco,2022,9
2022-09-27,Female,13500,Ford,Explorer,Auto,Black,22000,Hatchback,Janesville,2022,9
2022-09-28,Female,520000,Oldsmobile,Bravada,Auto,Black,26001,Hatchback,Austin,2022,9
2022-09-28,Male,820000,Ford,F-series,Manual,Black,38001,Passenger,Middletown,2022,9
2022-09-28,Female,740000,Pontiac,Sunfire,Manual,Pale white,43001,Sedan,Aurora,2022,9
2022-09-28,Male,895000,Volkswagen,Passat,Auto,Pale white,13000,Hatchback,Greenville,2022,9
2022-09-28,Male,13500,Ford,F-series,Manual,Pale white,13000,Passenger,Pasco,2022,9
2022-09-28,Male,1041000,Bmw,328i,Auto,Black,16100,Sedan,Janesville,2022,9
2022-09-28,Male,1430000,Chevrolet,Monte carlo,Auto,Pale white,20000,Hatchback,Scottsdale,2022,9
2022-09-28,Male,910000,Chrysler,300m,Auto,Black,26000,Suv,Austin,2022,9
2022-09-28,Male,2520000,Cadillac,Eldorado,Manual,Pale white,13000,Passenger,Janesville,2022,9
2022-09-28,Female,1860000,Plymouth,Voyager,Manual,Pale white,20000,Passenger,Scottsdale,2022,9
2022-09-28,Male,1350000,Saab,3-sep,Auto,Black,26000,Sedan,Austin,2022,9
2022-09-28,Male,992000,Dodge,Caravan,Manual,Pale white,24000,Hardtop,Austin,2022,9
2022-09-28,Male,1260000,Volkswagen,Gti,Manual,Pale white,28000,Suv,Austin,2022,9
2022-09-28,Female,740000,Mercury,Grand marquis,Auto,Black,19000,Suv,Middletown,2022,9
2022-09-28,Male,655000,Oldsmobile,Intrigue,Manual,Pale white,37000,Suv,Aurora,2022,9
2022-09-28,Male,792000,Volkswagen,Passat,Auto,Black,21000,Hatchback,Greenville,2022,9
2022-09-28,Female,795000,Lexus,Es300,Auto,Pale white,27000,Hardtop,Austin,2022,9
2022-09-28,Male,350000,Toyota,Avalon,Auto,Pale white,18000,Sedan,Janesville,2022,9
2022-09-28,Male,490000,Volvo,S80,Manual,Pale white,21000,Sedan,Scottsdale,2022,9
2022-09-28,Male,570000,Dodge,Ram pickup,Manual,Pale white,16000,Hardtop,Aurora,2022,9
2022-09-28,Male,392250,Mercedes-b,S-class,Manual,Black,85250,Suv,Middletown,2022,9
2022-09-28,Female,560000,Chrysler,Concorde,Manual,Pale white,28001,Hardtop,Middletown,2022,9
2022-09-28,Male,1215000,Toyota,Rav4,Manual,Pale white,22500,Hatchback,Middletown,2022,9
2022-09-28,Male,800000,Plymouth,Prowler,Auto,Pale white,39000,Hatchback,Aurora,2022,9
2022-09-28,Male,13500,Ford,Escort,Manual,Black,12000,Passenger,Greenville,2022,9
2022-09-28,Male,1645000,Bmw,323i,Auto,Pale white,22500,Hatchback,Pasco,2022,9
2022-09-28,Male,450000,Saturn,Ls,Auto,Pale white,45000,Sedan,Janesville,2022,9
2022-09-28,Male,860000,Nissan,Maxima,Manual,Pale white,22000,Sedan,Scottsdale,2022,9
2022-09-28,Male,1924500,Oldsmobile,Intrigue,Auto,Pale white,45450,Suv,Austin,2022,9
2022-09-28,Female,1416000,Bmw,323i,Auto,Pale white,19600,Hatchback,Middletown,2022,9
2022-09-28,Male,492500,Jaguar,S-type,Manual,Pale white,45500,Passenger,Aurora,2022,9
2022-09-28,Male,1403000,Buick,Regal,Auto,Black,19300,Passenger,Greenville,2022,9
2022-09-28,Male,1408000,Volkswagen,Cabrio,Auto,Black,16800,Sedan,Pasco,2022,9
2022-09-28,Male,13500,Pontiac,Grand prix,Auto,Pale white,19000,Passenger,Austin,2022,9
2022-09-28,Male,1930000,Mercedes-b,C-class,Auto,Black,14000,Hatchback,Middletown,2022,9
2022-09-28,Male,1405000,Ford,Contour,Auto,Pale white,19500,Sedan,Aurora,2022,9
2022-09-28,Male,500000,Saab,3-sep,Auto,Pale white,69000,Sedan,Greenville,2022,9
2022-09-28,Male,520000,Ford,Expedition,Auto,Black,26000,Suv,Pasco,2022,9
2022-09-28,Male,1270500,Jeep,Wrangler,Manual,Pale white,23050,Hatchback,Janesville,2022,9
2022-09-28,Male,751000,Saturn,Ls,Auto,Pale white,24000,Sedan,Scottsdale,2022,9
2022-09-28,Male,13500,Pontiac,Grand am,Auto,Pale white,12000,Suv,Austin,2022,9
2022-09-28,Male,1515000,Mercury,Villager,Auto,Black,16500,Passenger,Middletown,2022,9
2022-09-28,Male,735000,Mitsubishi,3000gt,Manual,Pale white,24000,Sedan,Aurora,2022,9
2022-09-28,Male,481000,Volkswagen,Beetle,Manual,Pale white,21000,Hardtop,Janesville,2022,9
2022-09-28,Female,820000,Acura,Tl,Manual,Pale white,14000,Hatchback,Scottsdale,2022,9
2022-09-28,Male,420000,Mercury,Grand marquis,Auto,Black,19000,Suv,Austin,2022,9
2022-09-28,Male,419000,Chevrolet,Corvette,Manual,Pale white,22000,Suv,Middletown,2022,9
2022-09-28,Female,400000,Toyota,Celica,Auto,Pale white,45000,Suv,Aurora,2022,9
2022-09-28,Male,1051000,Dodge,Ram van,Auto,Pale white,19100,Hatchback,Greenville,2022,9
2022-09-28,Male,1700000,Honda,Cr-v,Auto,Pale white,12000,Suv,Pasco,2022,9
2022-09-28,Male,525000,Chrysler,Sebring coupe,Manual,Black,12000,Sedan,Janesville,2022,9
2022-09-28,Female,670000,Mitsubishi,3000gt,Auto,Pale white,19000,Sedan,Scottsdale,2022,9
2022-09-28,Female,280000,Volkswagen,Beetle,Auto,Pale white,45000,Hardtop,Scottsdale,2022,9
2022-09-28,Female,600000,Chrysler,Lhs,Manual,Black,51000,Hatchback,Middletown,2022,9
2022-09-28,Male,455000,Nissan,Xterra,Auto,Black,9000,Passenger,Aurora,2022,9
